Unnamed: 0,Date,Open,High,Low,Close,Volume,Market.Cap,coin,Delta
620637,2018-01-10,0.001023,0.00118,0.000852,0.0009,970,-,OX,-0.12023460410557199
620638,2018-01-09,0.001209,0.0016989999999999998,0.001007,0.001021,"2,888",-,OX,-0.15550041356493
620639,2018-01-08,0.001314,0.0017760000000000002,0.001134,0.001213,"2,618",-,OX,-0.0768645357686453
620640,2018-01-07,0.002857,0.002857,0.001296,0.001315,"4,209",-,OX,-0.539726986349317
620641,2018-01-06,0.00486,0.0071519999999999995,0.003611,0.003611,"24,357",-,OX,-0.256995884773662
620642,2018-01-05,0.000891,0.004148,0.000692,0.004148,"429,795",-,OX,3.6554433221099902
620643,2018-01-04,0.000681,0.000958,0.0005639999999999999,0.0008880000000000001,"30,201",-,OX,0.303964757709251
620644,2018-01-03,0.000609,0.0007019999999999999,0.000493,0.0006799999999999999,"5,263",-,OX,0.116584564860427
620645,2018-01-02,0.000573,0.000676,0.00042800000000000005,0.000609,"19,840",-,OX,0.0628272251308899
620646,2018-01-01,0.000481,0.000575,0.000396,0.000573,"9,563",-,OX,0.191268191268191
620647,2017-12-31,0.000305,0.0005740000000000001,0.000271,0.0004969999999999999,"9,685",-,OX,0.6295081967213121
620648,2017-12-30,0.00032599999999999996,0.000327,0.000226,0.000306,"3,657",-,OX,-0.0613496932515337
620649,2017-12-29,0.000381,0.000405,0.000281,0.000327,"4,986",-,OX,-0.14173228346456698
620650,2017-12-28,0.000471,0.000531,0.00033999999999999997,0.000361,"5,909",-,OX,-0.23354564755838603
620651,2017-12-27,0.00025499999999999996,0.00053,0.000242,0.000472,"12,692",-,OX,0.850980392156862
620652,2017-12-26,0.00041900000000000005,0.000443,0.000197,0.00028,"7,275",-,OX,-0.33174224343675396
620653,2017-12-25,0.000466,0.000526,0.000412,0.000437,"5,940",-,OX,-0.0622317596566524
620654,2017-12-24,0.000499,0.000532,0.00041799999999999997,0.00047000000000000004,"11,224",-,OX,-0.0581162324649299
620655,2017-12-23,0.00038500000000000003,0.000608,0.000297,0.000495,"21,163",-,OX,0.28571428571428603
620656,2017-12-22,0.000766,0.0008410000000000001,0.000223,0.000381,"21,003",-,OX,-0.502610966057441
620657,2017-12-21,0.000129,0.001066,0.00010700000000000001,0.0007650000000000001,"95,776",-,OX,4.93023255813953
620658,2017-12-20,5.6000000000000006e-05,0.000131,4.2e-05,0.000129,"1,590",-,OX,1.30357142857143
620659,2017-12-19,6.7e-05,7e-05,5e-05,5.6000000000000006e-05,731,-,OX,-0.164179104477612
620660,2017-12-18,5.2000000000000004e-05,9.7e-05,4.2e-05,6.7e-05,945,-,OX,0.288461538461539
620661,2017-12-17,5.1e-05,7e-05,3.2e-05,5.3e-05,582,-,OX,0.0392156862745098
620662,2017-12-16,8.6e-05,0.000105,5e-05,5e-05,644,-,OX,-0.41860465116279105
620663,2017-12-15,0.00018600000000000002,0.000188,7.5e-05,8.6e-05,"1,523",-,OX,-0.537634408602151
620664,2017-12-14,0.00022799999999999999,0.000297,0.000152,0.00018600000000000002,"3,714",-,OX,-0.18421052631579002
620665,2017-12-13,0.00018999999999999998,0.00024900000000000004,0.000171,0.000227,543,-,OX,0.19473684210526299
620666,2017-12-12,0.000181,0.000205,0.000177,0.00018999999999999998,"1,723",-,OX,0.0497237569060774
620667,2017-12-11,0.00018600000000000002,0.000349,0.000169,0.00018,"2,187",-,OX,-0.0322580645161289
620668,2017-12-10,0.00016299999999999998,0.000307,0.000144,0.00018700000000000002,898,-,OX,0.147239263803681
620669,2017-12-09,0.000162,0.00031299999999999996,0.000138,0.00016299999999999998,801,-,OX,0.00617283950617282
