Unnamed: 0,Date,Open,High,Low,Close,Volume,Market.Cap,coin,Delta
46292,2018-01-10,1.24,1.26,1.09,1.19,"11,260,700","433,396,000",LINK,-0.0403225806451613
46293,2018-01-09,1.38,1.42,1.18,1.23,"14,301,200","482,408,000",LINK,-0.10869565217391301
46294,2018-01-08,1.27,1.44,1.05,1.38,"25,545,400","445,086,000",LINK,0.0866141732283464
46295,2018-01-07,1.09,1.32,1.01,1.27,"23,308,800","380,912,000",LINK,0.165137614678899
46296,2018-01-06,0.9647959999999999,1.19,0.9384620000000001,1.06,"16,319,300","337,679,000",LINK,0.0986778552149885
46297,2018-01-05,0.958734,1.26,0.851669,0.907486,"23,599,300","335,557,000",LINK,-0.0534538255657982
46298,2018-01-04,0.680094,1.02,0.680094,0.984368,"24,679,000","238,033,000",LINK,0.447399918246595
46299,2018-01-03,0.669799,0.70425,0.629135,0.681167,"8,620,400","234,430,000",LINK,0.0169722558558611
46300,2018-01-02,0.729082,0.764335,0.585715,0.673712,"12,671,100","255,179,000",LINK,-0.0759448182783281
46301,2018-01-01,0.6004149999999999,0.736103,0.574218,0.733563,"11,506,300","210,145,000",LINK,0.221759949368353
46302,2017-12-31,0.558809,0.613538,0.524516,0.6015520000000001,"9,962,080","195,583,000",LINK,0.0764894624102331
46303,2017-12-30,0.488004,0.586128,0.43333299999999997,0.586128,"9,126,190","170,801,000",LINK,0.201072122359653
46304,2017-12-29,0.508161,0.518447,0.46116,0.48634799999999995,"5,757,530","177,856,000",LINK,-0.0429253720769598
46305,2017-12-28,0.502782,0.513637,0.436507,0.5066970000000001,"5,458,410","175,974,000",LINK,0.0077866749406303405
46306,2017-12-27,0.51571,0.530669,0.46053599999999995,0.505501,"6,065,390","180,498,000",LINK,-0.0197960093851196
46307,2017-12-26,0.506289,0.549637,0.435954,0.521421,"10,452,900","177,201,000",LINK,0.029888067882177998
46308,2017-12-25,0.549337,0.584542,0.48899,0.501933,"7,740,550","192,268,000",LINK,-0.0862931133348018
46309,2017-12-24,0.584562,0.604374,0.44383,0.544162,"15,183,200","204,597,000",LINK,-0.0691115741358487
46310,2017-12-23,0.43927200000000005,0.723386,0.43927200000000005,0.57768,"24,055,000","153,745,000",LINK,0.31508495874993203
46311,2017-12-22,0.427648,0.45633100000000004,0.283609,0.426878,"14,979,800","149,677,000",LINK,-0.00180054624363961
46312,2017-12-21,0.378562,0.466434,0.368811,0.42428699999999997,"12,030,600","132,497,000",LINK,0.12078602712369399
46313,2017-12-20,0.438729,0.438729,0.352756,0.372796,"10,481,200","153,555,000",LINK,-0.15028183685145002
46314,2017-12-19,0.431075,0.508603,0.415128,0.439356,"13,254,800","150,876,000",LINK,0.0192101142492607
46315,2017-12-18,0.41826899999999995,0.434907,0.36278299999999997,0.434907,"18,220,400","146,394,000",LINK,0.0397782288431607
46316,2017-12-17,0.341848,0.444421,0.339906,0.417596,"20,035,600","119,647,000",LINK,0.22158386183332998
46317,2017-12-16,0.31819899999999995,0.35286,0.293005,0.341393,"13,859,700","111,369,000",LINK,0.0728914924308373
46318,2017-12-15,0.312604,0.354452,0.25822399999999995,0.320793,"13,211,800","109,412,000",LINK,0.0261960819439291
46319,2017-12-14,0.26132,0.366843,0.253102,0.308503,"16,021,700","91,461,900",LINK,0.18055640593907896
46320,2017-12-13,0.23142800000000002,0.288013,0.22419099999999997,0.261878,"10,439,800","80,999,700",LINK,0.131574398949133
46321,2017-12-12,0.254114,0.270264,0.209596,0.231424,"10,320,200","88,940,000",LINK,-0.0892906333377933
46322,2017-12-11,0.255079,0.287951,0.245527,0.260592,"7,534,170","89,277,800",LINK,0.0216129120782189
46323,2017-12-10,0.24105500000000002,0.26700100000000004,0.21590900000000002,0.252898,"3,142,570","84,369,300",LINK,0.0491298666279481
46324,2017-12-09,0.24498499999999998,0.267705,0.226415,0.23885900000000002,"3,173,600","85,744,800",LINK,-0.0250056125885259
46325,2017-12-08,0.260004,0.273486,0.21182399999999998,0.24522600000000003,"4,528,570","91,001,400",LINK,-0.0568375871140444
46326,2017-12-07,0.28369,0.30835300000000004,0.23580700000000002,0.26006399999999996,"6,697,780","99,291,400",LINK,-0.0832810462124149
46327,2017-12-06,0.31235799999999997,0.353649,0.267842,0.29157,"12,387,900","109,325,000",LINK,-0.0665518411566217
46328,2017-12-05,0.22926999999999997,0.313877,0.22135100000000002,0.313877,"12,459,200","80,244,600",LINK,0.36902778383565205
