Unnamed: 0,Date,Open,High,Low,Close,Volume,Market.Cap,coin,Delta
425143,2018-01-10,0.017669,0.030194,0.01705,0.027454000000000003,"20,519","491,695",GLT,0.5537947818212691
425144,2018-01-09,0.016017,0.023459999999999998,0.014086000000000001,0.017644999999999997,"12,520","445,330",GLT,0.10164200536929499
425145,2018-01-08,0.021889,0.021889,0.013387999999999999,0.014959,"4,199","607,552",GLT,-0.316597377678286
425146,2018-01-07,0.015391,0.021809000000000002,0.015113999999999999,0.021809000000000002,"10,367","425,962",GLT,0.416996946267299
425147,2018-01-06,0.014988999999999999,0.020415,0.014769,0.015419,"13,011","413,490",GLT,0.0286877043164988
425148,2018-01-05,0.014693000000000001,0.016143,0.01273,0.015046,"5,230","404,793",GLT,0.0240250459402437
425149,2018-01-04,0.011818,0.014846999999999999,0.011154,0.014683000000000002,"4,589","325,126",GLT,0.242426806566255
425150,2018-01-03,0.015668,0.015832,0.011224,0.011781,"5,179","430,048",GLT,-0.24808526933878
425151,2018-01-02,0.009588,0.015941999999999998,0.009309,0.015722,"10,179","262,717",GLT,0.639758030871923
425152,2018-01-01,0.011265,0.011418000000000001,0.009353,0.009581000000000001,"2,033","308,624",GLT,-0.149489569462938
425153,2017-12-31,0.008875,0.011474,0.0075780000000000005,0.011235,"4,764","242,896",GLT,0.26591549295774697
425154,2017-12-30,0.010159,0.010159,0.006823999999999999,0.008957,"1,895","277,986",GLT,-0.11831873215867698
425155,2017-12-29,0.006358,0.010194,0.006173,0.010194,"5,971","173,542",GLT,0.6033343818810949
425156,2017-12-28,0.005737,0.007117,0.0048590000000000005,0.006302,"2,131","156,543",GLT,0.0984835279762943
425157,2017-12-27,0.006369,0.006795999999999999,0.004737,0.005748,401,"173,549",GLT,-0.0975035327366934
425158,2017-12-26,0.004691,0.006363000000000001,0.0041270000000000005,0.006363000000000001,"2,954","127,646",GLT,0.356427201023236
425159,2017-12-25,0.005447,0.008826,0.004688,0.004688,"1,035","148,127",GLT,-0.13934275748118202
425160,2017-12-24,0.005118,0.007259000000000001,0.003872,0.005427,"1,756","139,014",GLT,0.0603751465416179
425161,2017-12-23,0.006338,0.007916,0.004855,0.005082,774,"171,916",GLT,-0.19816976964342103
425162,2017-12-22,0.006323,0.008518000000000001,0.004518,0.006305,499,"171,353",GLT,-0.00284674996046177
425163,2017-12-21,0.0045060000000000005,0.010296,0.0045060000000000005,0.0063100000000000005,"5,082","121,931",GLT,0.400355082112739
425164,2017-12-20,0.004535,0.005132,0.003965,0.004522,"1,001","122,378",GLT,-0.0028665931642778398
425165,2017-12-19,0.004821,0.005261,0.0041,0.004509,553,"129,878",GLT,-0.0647168637212196
425166,2017-12-18,0.0043159999999999995,0.007176999999999999,0.004038,0.004782,"1,830","115,895",GLT,0.10797034291010199
425167,2017-12-17,0.004438,0.006533,0.003868,0.004314,"4,641","118,742",GLT,-0.0279405137449301
425168,2017-12-16,0.0038929999999999998,0.007065000000000001,0.003743,0.004409000000000001,"2,296","103,762",GLT,0.132545594657077
425169,2017-12-15,0.005483,0.005768,0.003836,0.0038880000000000004,933,"145,905",GLT,-0.290899142805034
425170,2017-12-14,0.003443,0.005769,0.0034189999999999997,0.0054399999999999995,"2,457","91,458",GLT,0.580017426662794
425171,2017-12-13,0.004012,0.004370000000000001,0.0034119999999999997,0.003454,882,"106,475",GLT,-0.139082751744766
425172,2017-12-12,0.0042439999999999995,0.0045579999999999996,0.004009,0.004009,549,"112,360",GLT,-0.0553722902921772
425173,2017-12-11,0.004458,0.005975,0.004082,0.004229,"1,059","117,614",GLT,-0.0513683266038582
425174,2017-12-10,0.004518,0.007481999999999999,0.004154,0.004497999999999999,786,"118,694",GLT,-0.00442673749446659
425175,2017-12-09,0.0031149999999999997,0.012702,0.002813,0.007912,"6,460","81,684",GLT,1.5399678972712703
425176,2017-12-08,0.00264,0.0036560000000000004,0.002463,0.003118,"1,611","69,202",GLT,0.181060606060606
425177,2017-12-07,0.0024809999999999997,0.002634,0.002273,0.002634,487,"64,902",GLT,0.0616686819830713
425178,2017-12-06,0.002258,0.003572,0.002258,0.002484,557,"58,931",GLT,0.100088573959256
425179,2017-12-05,0.0023309999999999997,0.004546,0.001855,0.002263,"3,429","60,830",GLT,-0.0291720291720293
425180,2017-12-04,0.0020829999999999998,0.002327,0.0019809999999999997,0.002327,817,"54,280",GLT,0.11713874219875199
425181,2017-12-03,0.002186,0.002348,0.001963,0.002075,403,"56,896",GLT,-0.0507776761207685
425182,2017-12-02,0.002612,0.002687,0.00215,0.002184,308,"67,866",GLT,-0.16385911179173002
425183,2017-12-01,0.002398,0.00263,0.002271,0.0026149999999999997,712,"62,307",GLT,0.0904920767306089
425184,2017-11-30,0.002062,0.0025559999999999997,0.00205,0.0024100000000000002,421,"53,534",GLT,0.168768186226964
425185,2017-11-29,0.002184,0.002734,0.0019,0.0020329999999999997,117,"56,708",GLT,-0.0691391941391942
425186,2017-11-28,0.002171,0.002193,0.002091,0.002186,127,"56,345",GLT,0.00690925840626431
425187,2017-11-27,0.001957,0.002702,0.0019420000000000001,0.002166,53,"50,733",GLT,0.106796116504854
425188,2017-11-26,0.0022660000000000002,0.002444,0.001936,0.001956,899,"58,756",GLT,-0.136804942630185
425189,2017-11-25,0.0016420000000000002,0.002598,0.001633,0.0022670000000000004,221,"42,567",GLT,0.380633373934226
425190,2017-11-24,0.00185,0.001912,0.001638,0.001645,128,"47,942",GLT,-0.110810810810811
425191,2017-11-23,0.0025559999999999997,0.002654,0.0018559999999999998,0.0018559999999999998,804,"66,194",GLT,-0.273865414710485
425192,2017-11-22,0.0018670000000000002,0.0038,0.001859,0.0025989999999999997,156,"48,316",GLT,0.39207284413497606
425193,2017-11-21,0.001861,0.002862,0.001622,0.0018620000000000002,845,"48,167",GLT,0.00053734551316492
425194,2017-11-20,0.002849,0.003153,0.001857,0.001864,891,"73,604",GLT,-0.345735345735346
425195,2017-11-19,0.0017329999999999997,0.0031149999999999997,0.0017170000000000002,0.0028899999999999998,"1,319","44,715",GLT,0.667628390075015
425196,2017-11-18,0.0025859999999999998,0.0025859999999999998,0.001525,0.00172,70,"66,561",GLT,-0.33488012374323306
425197,2017-11-17,0.004046,0.004141,0.001643,0.002594,231,"103,918",GLT,-0.35887296094908605
425198,2017-11-16,0.001827,0.004065999999999999,0.000941,0.004053,717,"46,911",GLT,1.2183908045976999
425199,2017-11-15,0.002539,0.002569,0.001791,0.0018170000000000003,108,"65,169",GLT,-0.28436392280425393
425200,2017-11-14,0.0019920000000000003,0.002727,0.0019920000000000003,0.002537,223,"51,118",GLT,0.27359437751004
425201,2017-11-13,0.0017530000000000002,0.002349,0.0015429999999999999,0.001987,432,"44,875",GLT,0.13348545350827198
